,title,label,label_score
7617,"Gyuri eks Kara Diam-Diam Pacari Brondong Tajir, Intip Foto-Foto Kencan Mereka",clickbait,1
6342,"Kegiatan Sexting Sangat Berbahaya, Waspada Dampaknya",clickbait,1
3957,Perawat Honor dan Staf Bawaslu Kompak Nyabu di Kamar Mayat,clickbait,1
3860,"Saat Bank Mandiri Error, Ada 2670 Nasabah yang Transfer 'Keuntungan'",clickbait,1
3966,Dor!!! Pelaku Curanmor Berbadan Besar Nangis Sampai Ngompol,clickbait,1
3404,"20 Negara Terbaik di Dunia untuk Berinvestasi, Indonesia Nomor Berapa Ya?",clickbait,1
961,Rambut Gampang Lepek? 3 Hal Ini Mungkin Penyebabnya,clickbait,1
541,"Pelajar Demo Ricuh hingga Lewat Tengah Malam, Ini Kata Mendikbud",clickbait,1
3941,"Innalillahi... Bu Ani Meninggal Dunia, Semoga Husnul Khotimah...",clickbait,1
3504,"Ketika Gus Dur Ngaku Tak Kenal BJ Habibie, Bercanda Atau Tidak?",clickbait,1
2777,Apa yang Harus Diperhatikan Supaya Gurita Hidup Aman Dikonsumsi?,clickbait,1
2653,4 Hal soal Polemik Pemenang Tender Proyek Stadion BMW,clickbait,1
3782,"Kecelakaan Maut, Mayat Bergelimpangan, Warga Malah Asyik Ambil Foto dan Video!",clickbait,1
6526,"Setelah Corolla Altis, Toyota Kijang Innova Hybrid Menyusul?",clickbait,1
7224,"Viral Pasangan Dokter Gelar Pernikahan Sederhana, Mempelai Tampil Tanpa Makeup, Wajah Jadi Sorotan",clickbait,1
3256,Solskjaer: Daniel James Masih Bisa Lebih Bagus Lagi!,clickbait,1
7220,"Masuk Daftar Hitam Fintech Ilegal OJK, Ini Respons Bitrexgo",clickbait,1
7724,Kai Pamer Video Seksi Bikin Fans Histeris Dan Tagih Debut Solo,clickbait,1
8440,Jawaban Kim Chaewon IZ*ONE Via Ask FM Jadi Sorotan Gara-Gara Berisi Hinaan,clickbait,1
3808,Viral! Curhat Seorang Istri Polisi yang Anaknya Ikut Demo,clickbait,1
2570,"Tiga Asteroid Melintas Kemarin dan Pagi Ini, Bagaimana Dampaknya untuk Bumi?",clickbait,1
2527,Daftar Alumnus Audisi Beasiswa Bulu Tangkis PB Djarum,clickbait,1
3914,"Nekat Putar Balik Saat Razia, Siap-siap Dikejar Polisi",clickbait,1
3838,"Alamakjangggg!! Wali Kota Medan Kena OTT KPK, Barbuknya Rp200 Juta",clickbait,1
8612," TXT Akan Segera Comeback, Soobin Akui Gatal Ingin Pamer Spoiler",clickbait,1
955,Ingin Rambut Terlihat Prima Saat Bangun Tidur? Ini rahasianya,clickbait,1
300,Geramnya Keluarga pada Hoax BJ Habibie Meninggal Dunia,clickbait,1
8112,Rina Nose Merasa Jadi Korban Bullying Usai Kembali Tanggapi Komentar Netizen,clickbait,1
3368,"Tips Beli Emas Digital, Bisa Dicicil Lalu Dijual Lagi",clickbait,1
8020,"Baru Dilantik, Baju Mulan Jameela 'Ibu DPR' Gombrong Hingga Sifat Asli di Senayan Terbongkar?",clickbait,1
1291,"Masalah Semakin Panjang, Fairuz A. Rafiq Pernah Alami KDRT Dengan Galih Ginanjar?",clickbait,1
4078,"Jadi Pemimpin Paling Inovatif, Jeff Bezos vs Elon Musk, Siapa Juaranya?",clickbait,1
2190,Tips agar Keuangan Tak Tergerus Inflasi,clickbait,1
8137,"Mualaf, Sikap Giovanni L. Tobing Ajak Anak Lakukan Ini Banjir Pujian",clickbait,1
3597,"India Bikin Kompetisi Kentut Terpanjang dan Terkeras, Mau Ikutan?",clickbait,1
3952,"Tragedi Kebakaran Pabrik Mancis, Sang Ibu Hangus Sambil Memeluk Dua Anaknya",clickbait,1
8211,Selena Gomez Ternyata Malah Lega Saat Didiagnosa Alami Gangguan Mental,clickbait,1
6038,Dua Alasan Pemkot Jakut Bongkar Industri Arang di Cilincing,clickbait,1
1067,Inilah Hadiah Istimewa Penggemar di Hari Ulang Tahun Lisa Blackpink,clickbait,1
3497,"Jokowi Salat Istisqa Bareng Warga di Riau, Begini Tata Cara dan Doanya",clickbait,1
8603,PD 'Camping Club' Isyaratkan Gandeng SNSD Jika Garap Season 2,clickbait,1
1341,"Dengar Cut Tary Akui 3 Kali Berhubungan dengan Ariel, Begini Reaksi Suami",clickbait,1
7648,"Intip Kerja Keras Luna Maya Bentuk Bodi, Aksi Gelantungan Sampai Wajah Merah Bikin Salut",clickbait,1
8346,Kim Jong Kook Bongkar Fakta di Balik Foto Kocak Jeon So Min Saat Syuting 'Running Man',clickbait,1
3900,"Kristina Gultom Dibantai Suami Tetangganya, Kronologinya Sadis Kali!!!",clickbait,1
7299,Viral! Video Polisi Tilang Mertua Sendiri Saat Operasi Patuh 2019,clickbait,1
5736,"Ayam Goreng dan Donat, Menu Baru KFC yang Cukup Aneh",clickbait,1
1660,Penemuan Terbaru Ungkap Penyebab Punahnya Dinosaurus,clickbait,1
1589,"Irwansyah Main Sinetron Lagi Bareng Chelsea Olivia, Zaskia Sungkar Cemburu?",clickbait,1
5918,"Fakta, Hampir Semua Negara Perketat Proses Naturalisasi",clickbait,1
7650,"Jun U-Kiss Merasa Dirugikan dan Marah Saat Harus Meninggal di 'Class of Lies', Fans Malah Gemas",clickbait,1
3668,Saran Mahfud MD soal Revisi UU KPK,clickbait,1
8413,Gandhi Fernando Diduga Sindir Hobi Pamer Barbie Kumalasari Malah Tuai Respon Tak Terduga,clickbait,1
3441,"Mengenal Susuk, Alat Kontrasepsi yang Tak Ganggu Kenikmatan Hubungan Seksual",clickbait,1
8406, Rizky Nazar Klimis Ala Pengantin Pria Upload Foto Tengah Malam Bikin Fans Begadang,clickbait,1
3376,Suka Pakai Tank Top Intip 5 Gaya Keren Valerie Thomas,clickbait,1
8159,"Pemain 'Dua Garis Biru' Promosi Ke Malaysia, Keakraban Zara Dan Angga Yunanda Jadi Sorotan ",clickbait,1
2911,"VIDEO:  Waspada Handphone KW Dijual di Pasaran, Berikut Ciri-cirinya",clickbait,1
2889,Karier Kontroversial Pelatih Timnas Indonesia Simon McMenemy,clickbait,1
3643,"Diserang Houthi Pakai Drone, Keamanan Kilang Saudi Aramco Rapuh?",clickbait,1
8529,Foto Rose BLACKPINK Bareng Aktor Hollywood Ini Hebohkan Fans,clickbait,1
7031,"Hasil Bola Uji Coba: Brasil Vs Peru 0-1, Simak 5 Fakta Ini",clickbait,1
7116,"Viral Kecelakaan Bus Mira Nganjuk-Madiun, Korban Selamat Buronan Narkoba, Sudah Ditahan Polisi",clickbait,1
8587,"Nafa Urbach Tolak Ajakan 'CLBK' Zack Lee, Masih Ngarep dengan Mantan Pacar Berondong?",clickbait,1
3288,"Kesal Terus Ditanyai soal Rumor Neymar, Valverde: Itu Semua Sudah Berakhir!",clickbait,1
3538,"Viral Motor Nyebrang Sungai ala Flying Fox, Netizen Colek Kementerian PUPR",clickbait,1
2221,4 Prioritas Sebelum Mendesain Ruang Kerja di Rumah,clickbait,1
7229,"Kronologi Uang Rp 1,8 Miliar Aset Pemprov Sumut Raib di Dalam Mobil",clickbait,1
6075,"Persija Pecat Pelatih Usai Ditekuk Bali United, Ini Kata Teco",clickbait,1
2457,"Jokowi Mau Bangun Istana Negara di Papua, Ini Kata Bappenas",clickbait,1
1747,Ketika Menteri Susi Minta Maaf dan Akui Dirinya Sedikit Tengil...,clickbait,1
7317,"Aduan Raffi Ahmad Pada Mertua Disorot Gara-gara Ini, Nagita Slavina Disemprot Mama Rieta",clickbait,1
7227,"Angsa Ternyata Punya 'Gigi' Tambahan di Bagian Lidah, Ini Fungsinya",clickbait,1
3474,"Tampil Tajam, Karim Benzema Kerasukan Cristiano Ronaldo?",clickbait,1
2926,6 Perang Paling Berdarah dan Mematikan dalam Sejarah Dunia,clickbait,1
3779,"14 Tahun Mengenang Tragedi Mandala Air, Serpihan Bunga Api di Atas Padang Bulan",clickbait,1
7521,"Deretan Seleb Hampir Berusia 50 Tahun Namun Masih Terlihat Muda, Ini Rahasia Mereka",clickbait,1
1306,"Barbie Kumalasari Tak Penuhi Pemeriksaan Kepolisian, Begini Penjelasan Pengacaranya",clickbait,1
3490,"Idap Fibromyalgia, Ken Zhu 'Meteor Garden' Ogah Punya Anak",clickbait,1
1225,"Vebby Palwinta Akui Sudah Belajar Taaruf, Siap Segera Nikah?",clickbait,1
3324,4 Gaya Hijab Simpel dan Stylish ala Wirda Mansur,clickbait,1
2649,"Gerindra Setuju Wacana Wagub DKI Jakarta Lebih dari Satu, Tapi...",clickbait,1
7575,Ramalan Cinta Zodiak Hari Ini Kamis 19 September 2019: Virgo Jangan Ragu Minta Maaf pada Pasangan!,clickbait,1
3739,3 Alasan Liga Eropa Penting bagi Manchester United,clickbait,1
3688,"Tahun Depan Ada Kebijakan Cukai Baru, Apa Saja Isinya?",clickbait,1
2803,"Agar Masyarakat Bisa Melayat BJ Habibie, Aturan Ganjil Genap di Tiga Jalan Ini Tak Berlaku",clickbait,1
8489,"Ria Ricis Dicibir Usai Posting Video Kocak Saat Ramai Demo Mahasiswa, Begini Reaksinya",clickbait,1
1045,"Tak Ingin Banyak Dituntut, Dita Soedarjo Ingin Punya Pacar Bule?",clickbait,1
8425,"Posting Foto Teaser Comeback, Lee Donghae Super Junior Malah Buat Fans Ngakak Gara-Gara Ini",clickbait,1
2760,"Ingin Buat SIM International, Ini Syarat dan Biayanya",clickbait,1
7692,"Irene Red Velvet Secantik Boneka di Event Terbaru, Anting-Anting Jadi Sorotan",clickbait,1
2836,Cerita soal BJ Habibie dan Krisis 1998,clickbait,1
8168,"ITA 2019: Member NCT 127 Pamer Wajah Imut, Siapa Paling Lucu?",clickbait,1
3111,5 Rekor di Liga Inggris yang Mungkin Takkan Terpecahkan,clickbait,1
2946,"6 Manfaat Daun Mint dalam Kehidupan Sehari-hari, Salah Satunya Obat Gatal",clickbait,1
8096,Sehun dan Park Min Young Cs Serius Lihat Isi Laptop Berdarah di 'Busted' Season 2,clickbait,1
7429,Tes Bahasa Tubuh - Wanita Mana yang Sembunyikan Sesuatu? Temukan si Pembohong,clickbait,1
2256,5 Cara Cegah Kutu Tak Ikut Anda Setelah Bepergian,clickbait,1
4055,Inilah Produk High-End dari Trio Legion Lenovo Terbaru,clickbait,1
4895,"Indodana Yakin Salurkan Pinjaman Rp1 Triliun, Mau?",clickbait,1
6406,7 Manfaat Bangun pagi untuk Kesehatan Fisik dan Mental,clickbait,1
3468,Ansu Fati Jadi Cadangan di Laga Dortmund vs Barcelona?,clickbait,1
8443,Kecantikan Park Min Young di Postingan Terbaru Tuai Decak Kagum,clickbait,1
8448,Rose BLACKPINK Pamer Video Seksi Bikin Fans Melongo Dan Tagih Debut Solo,clickbait,1
8429,"Pengangguran Bakal 'Digaji' Mulai 2020, Tertarik Mencoba?",clickbait,1
3581,Padu Padan Jeans ala 4 Hijabers Ternama Ini Bikin Kamu Tampil Stylish,clickbait,1
8490,Jimin BTS Ogah Dilihat Sebagai Manusia yang Banyak Cacat,clickbait,1
8464,Chen EXO Tampilkan Ekspresi Penuh Emosi Di Teaser Comeback Solo 'Dear My Dear',clickbait,1
7874,"Sering Jadi Objek Fantasi Pria Karena Terlalu Seksi, Anya Geraldine: Tergantung Otak Kalian",clickbait,1
8382,"ITA 2019: NCT 127 Terima Special Awards, Intip Daftar Lengkap Pemenang",clickbait,1
7539,"Penetapan Imam Nahrawi Jadi Tersangka Dianggap Serangan Terakhir KPK, Laode M Syarif Tegaskan Ini",clickbait,1
7219,"5 Sifat Cewek yang Paling Disukai Lelaki, Pria Suka Wanita Jujur & Mandiri",clickbait,1
6982,Sering Buang Air Kecil saat Hamil? Ini Tips Dokter untuk Anda,clickbait,1
6509,Dokter Ungkap Bagian Tubuh yang Pas untuk Ukur Tekanan Darah,clickbait,1
3066,"Makan Buah Apel Setiap Hari, Hal Ajaib Ini Bakal Terjadi pada Tubuhmu!",clickbait,1
1969,"Lahan 26 Perusahaan Sawit di Kalbar Disegel Terkait Karhutla, Ini Daftarnya",clickbait,1
3903,"TRENDING TOPIC!!! Siswa SMKN 7 Medan Minta Keadilan, Polantas Malah Kabur",clickbait,1
7933,"Ditangkap Gegara Kasus Narkoba, Putri Sri Bintang Tegaskan Tak Terkait Politik",clickbait,1
8329," Syahrini Dimarahi Fans Soal Pakai Sepatu Hak Tinggi, Diingatkan Jaga Calon Bayi",clickbait,1
7558,"Ramalan Zodiak Kesehatan Besok Jumat 20 September 2019 Gemini Perlu Detox, Cancer Bebas Makan",clickbait,1
7129,Penggemar NCT Nyanyikan Lagu yang Diputar di Layar Panggung Meskipun Idolanya Belum Tampil,clickbait,1
8535,"Perut Sixpack Lee Seung Gi Tampak Jelas di 'Vagabond', Rupanya Sempat Malu Saat Akan Buka Baju",clickbait,1
8326,"Bisa Bikin Awet Muda hingga Meningkatkan Daya Ingat, Ini 8 Manfaat Bangun Pagi yang Jarang Diketahui",clickbait,1
1127,"Perasaan Deddy Corbuzier Setelah Mualaf, Bebas dan Plong!",clickbait,1
1303,Istri Ajun Perwira Ungkap Salmafina Sunan Sudah Nyaman Dengan Keyakinan Barunya?,clickbait,1
8088,"Baru Jadi Mualaf, Deddy Corbuzier Terang-Terangan Ajak Coki Pardede Masuk Islam",clickbait,1
4977,"Ditinggal Salat Jumat, Mobil Rico Ceper Dibobol Maling",clickbait,1
1716,Ini Pesan Terakhir Istri yang Gantung Diri Setelah Cekcok dengan Suami soal Foto Pelukan,clickbait,1
1545,Ini Alasan Robby Shine Mantap Berbisnis Pusat Kebugaran,clickbait,1
7961,"Sudah Lepas Status Duda, Glenn Fredly Sebut Hari Ulang Tahunnya Sebagai 'New Season'",clickbait,1
1120,"Umumkan Hubungan dengan Ashley Benson Setelah Satu Tahun, Ini Alasan Cara Delevigne",clickbait,1
2776,Cerita Dr Oz Telat Menyadari Gejala Awal Alzheimer pada Sang Ibu,clickbait,1
7846,"Hubungannya Kerap Kandas, Agnes Monica Blak-Blakan Curhat Tak Mau Kawin Cerai",clickbait,1
602,Seru! Ada Mantan Suami Istri Bertarung di Pilkades Serentak di Sragen,clickbait,1
8256,"Tak Hadiri Ultah Ibu Mertua, Andre Taulany 'Ngabur' Bareng Geng Motor Kuatkan Isu Pisah Ranjang",clickbait,1
2749,"Romansa Sebelum Ajal Menjemput di Tragedi 9/11: Aku Cinta Padamu, Sayang...",clickbait,1
8114,Suami Nia Ramadhani Disebut Papa Idaman Karena Lakukan Hal 'Sederhana' Ini Untuk Sang Putri Sulung,clickbait,1
1642,"Sarapan Bikin Ngantuk, Mitos atau Fakta?",clickbait,1
938,"Putus Cinta Bukan Masalah, 3 Zodiak Ini Cepat Move On",clickbait,1
8237,Visual X1 Saat Lakukan Pemotretan Majalah Sukses Bikin Fans Geleng Kepala,clickbait,1
8293,Marsha Tengker Tuntut Hal Ini Pada Sang Suami Setelah 2 Tahun Menikah,clickbait,1
8077,"Dirumorkan Syuting MV Di LA, Monsta X Konfirmasi Bakal Comeback Bulan Oktober",clickbait,1
1494,"Penghasilan Verrell Bramasta 3 Bulan Jadi Youtuber, Bisa Beli 2 Mobil!",clickbait,1
8579,"Bikin Kepo, Inikah Sosok Pacar Baru Tamara Bleszynski?",clickbait,1
7862,"Laudya Cynthia Bella Ketahuan Tak Pakai Cincin Kawin Saat Nangis, Isu Pernikahan Retak Menguat",clickbait,1
3926,"Ationg Penganiaya Wartawan Masih Bebas, Lokasi Judinya Aktif di Bulan Puasa",clickbait,1
7531,Apa Saja Keunggulan 4 Kamera Belakang OPPO A9 2020?,clickbait,1
5092,Alasan Mengapa Alpukat Baik untuk Diet Penurunan Berat Badan,clickbait,1
8048,Video Mukbang DJ Katty Butterfly di Instagram Sukses Bikin Fans EXO Heboh,clickbait,1
6473,"Kue Ini Serupa Jamur Matsutake, Tapi Rasanya?",clickbait,1
8450,"Prilly Latuconsina Pernah Kerasukan Saat Syuting 'Danur 3: Sunyaruri', Akui Malah Ketagihan ",clickbait,1
2863,"Populer di Era 60 Hingga 80-an, Ini Profil Pedangdut Legendaris Ida Laila ",clickbait,1
1112,"Ditelepon Sasaeng Fans Saat Live, Ini yang Dilakukan Jungkook BTS",clickbait,1
5914,Sembilan Tanda Perusahaan Akan Alami Kebangkrutan,clickbait,1
7251,"Dituduh Mangkir, Ahmad Dhani Nyatanya Tak Pernah Absen Beri Bantuan Korban Kecelakaan Dul Jaelani",clickbait,1
3959,"Ngaku Polisi, Ancam Warga Disabilitas Pake Pistol, Emak-emak Gemetar Ketakutan",clickbait,1
7337,"Menkeu Sri Mulyani Disalahkan atas Kenaikan Iuran BPJS, Ini Respons Kemenkeu",clickbait,1
7216,"ZODIAK BESOK Ramalan Zodiak Rabu 11 September 2019 Libra Kerja Kerasnya Tak Diakui, Taurus Muak",clickbait,1
7768,Netizen Kritik Cara Jimin BTS Nyanyikan Chorus Lagu 'Fake Love' Saat Tampil Live,clickbait,1
7598,"Korea Drama Awards 2019: SKY Castle Best Drama, Ini Daftar Lengkap Pemenangnya",clickbait,1
3267,"Kiat Persiapkan Buah Hati Lahir, Jangan Sampai Salah Hitung-Hitung Anggarannya!",clickbait,1
1418,"Habis Jutaan Rupiah di Supermarket, Struk Belanja Nikita Mirzani Panjang Banget!",clickbait,1
7478,"Ini Alasan Kuat Tahan Dulu Beli Rumah, Baiknya Tunggu 2 Desember",clickbait,1
5542,YLBHI Curiga Ada 'Modus' di Balik Pasal Penghinaan Presiden,clickbait,1
2269,Ingin Usaha Anda Tumbuh? Simak Tips dari Pebisnis Sukses Ryan Margolin,clickbait,1
7853,"Capek Bohong, Lucinta Luna Tampil Awut-Awutan Hingga Nangis Saat Ungkap Jati Diri",clickbait,1
6076,Trump Bakal Soroti Isu Penahanan Warga Uighur oleh Cina di PBB?,clickbait,1
3470,"Tak Perlu Banyak Biaya, Begini Tips Mudah Rawat Sofa di Rumah",clickbait,1
8266,Kriss Hatta Ternyata Pacari Wanita Cantik Ini Tapi Terancam Putus Gara-Gara Dipenjara?,clickbait,1
6534,"Ilmuwan Mendeteksi 100 Sinyal dari Luar Angkasa, Tanda Alien?",clickbait,1
3878,"Suami Barusan Keluar Rumah, Istri Masukkan Selingkuhan, Kemudian... Crottt...",clickbait,1
3614,"Guendouzi Sindir Fans Watford, Arsenal yang Kena Batunya",clickbait,1
3890,"Innalillahi... Asyik Video Call di Pinggir Rel, 2 Emak-emak Disambar KA",clickbait,1
3014,Ini Rincian Kekayaan Pimpinan KPK Periode 2019-2023,clickbait,1
7620,"Demo Mahasiswa Berakhir Rusuh, Nikita Mirzani Beri Pesan Bijak Ini",clickbait,1
7706,Pengacara Fans 'Produce X 101' Cemas Kebenaran Sulit Terungkap Meski Polisi Yakin Ada Manipulasi,clickbait,1
3289,"Mengintip ""Rapat"" Pembunuh Bayaran dengan Tuannya",clickbait,1
6111,"Subsidi Listrik Pelanggan 900 VA Akan Dicabut, PLN Tunggu Siapa?",clickbait,1
3871,"Lagi Pesta Ganja Digrebek Polisi, Pemuda Ini Ngompol di Celana",clickbait,1
2536,Jadwal Timnas Indonesia vs Thailand: Saatnya Bangkit!,clickbait,1
8123,Bebby Fey Sebut Atta Halilintar Salat Dahulu Sebelum Check Out Hotel,clickbait,1
3748,"Viral Video Pria Todongkan Pistol ke Mulut Bayi, Langsung Diciduk Polisi",clickbait,1
3020,"VIDEO: Tak Boleh Ngutang di Warung, Putra Elvy Sukaesih Ngamuk",clickbait,1
7262,"Kronologi Suami Siksa Istri karena Diminta Berhenti Selingkuh, Berawal dari Sembunyikan Kunci Motor",clickbait,1
7950,Efek Samping Salmafina Khairunnisa Usai Operasi Sedot Lemak Bikin Kaget,clickbait,1
7786,Cerita Menyentuh RM BTS Tentang Hadiah Sang Ibu Mengubah Hidupnya,clickbait,1
1032,Harry Styles Jadi Penghambat Reuni One Direction?,clickbait,1
7330,Berulangkali Dul Jaelani Minta Maaf Pada Keluarga Korban Kecelakaan yang Terjadi 6 Tahun Silam,clickbait,1
7437,"Sebentar Lagi Honda Zoomer Dirilis di Indonesia, Banderolnya di Bawah PCX?",clickbait,1
6719,"Kasus Mobil Pecah Ban, Begini Cara Merawat Karet Bundar",clickbait,1
383,"YLBHI Sebut Mahasiswa Belum Bisa Dikontak Usai Demo di DPR, Ini Kata Polri",clickbait,1
1334,"Hebat! Nurul Bashira, Puteri Muslimah Indonesia 2019 Sabet 2 Gelar Sekaligus",clickbait,1
3912,Bule Asal Swedia Ini Ngaku Simpan Rp800 Triliun di Bank Mandiri,clickbait,1
7695,Suzy Pilih Karakter di 'While You Were Sleeping' Paling Cocok Dengannya,clickbait,1
1461,"8 Seleb Indonesia Ini Disebut Hamil Duluan Saat Menikah, Ternyata Hoax",clickbait,1
7336,"Ramalan Zodiak Cinta Hari Ini: Virgo Dengarkan Kata Hati, Libra Dihantui Masa Lalu",clickbait,1
925,"Menurut Studi, Ini Waktu Paling Tapat untuk Berhubungan Intim",clickbait,1
6702,Ini Jumlah Bayaran Petarung di UFC 242: Khabib vs Poirier,clickbait,1
3888,Anda Penikmat Kopi Susu? Ini Bahaya yang Mengintai...,clickbait,1
4519,Benda-Benda Ini Ternyata Bisa Menjadi Pemicu Kanker,clickbait,1
428,"Tukang Gigi Ikut Demo RUU KUHP, Ini Pasal yang Sudah Dibatalkan MK",clickbait,1
3800,"Ikut Demo, Anak STM Dimarahi Emak, ""Nggak kasih ampun kalau yang begini!""",clickbait,1
7207,"Selain Susi Pudjiastuti, Dua Menteri Jokowi Ini Juga Mendadak Pamit Jelang Pengumuman Kabinet Baru",clickbait,1
365,Panas! Mahasiswa-Pendemo Pro-UU KPK Baru Saling Lempar Botol di Depan DPR,clickbait,1
8080,Catat! Ini Tanggal Pendaftaran Sayembara Desain Ibu Kota Baru,clickbait,1
1219,"7 Fakta Madam Shim, Wanita Berpengaruh Dicurigai Dalang Kasus Jang Ja Yeon & Seungri",clickbait,1
3777,"Dipukuli Debt Colector, Lapor Polisi, Sudah Setahun Lebih Masih Nggak Jelas",clickbait,1
1947,"Kalah dari Marquez, Ini Kata Quartararo ",clickbait,1
7287,Penjelasan Detail Scott McTominay Bisa Dipilih Temani Lionel Messi Jadi Cover PES 2020,clickbait,1
8026,"Chanyeol, Baekhyun dan Suho EXO Mendadak Beri Peringatan Keras pada Fans, Ada Apa?",clickbait,1
2689,Lukaku Lega Bisa Bermain di Bawah Asuhan Conte,clickbait,1
2553,Top 3 Tekno: Harga Samsung Galaxy A50s Bikin Penasaran,clickbait,1
8408,"Fakta Soal Kris Jenner yang Dijegal Pengawal Kim Kardashian Terungkap, Ternyata Begini Kronologinya",clickbait,1
3377,"Cek di Sini, Ini Sejumlah Aturan Cuti Melahirkan bagi CPNS",clickbait,1
8534,Ji Chang Wook Janjikan Hal Ini Saat Bintangi 'Melting Me Softly',clickbait,1
5735,Ini Jumlah Total Karakter Utama di Manga One Piece,clickbait,1
8562,"Tiga Bulan Nikah, Onadio Ronaldo Dikaruniai Anak Pertama Berwajah Ganteng",clickbait,1
7911,"Laudya Cynthia Bella Mewek Tanpa Cincin Kawin Dikira Cerai, Reaksi Menohok Tampar Pengghibah",clickbait,1
1508,"Ruben Onsu Ulang Tahun, Ini 16 Transformasinya dari Tembem Abis - Segar Awet Muda",clickbait,1
3274,Bima Sakti Pede Timnas Indonesia U-16 Mampu Gebuk Filipina,clickbait,1
1106,"12 Foto Wajah Asli Idol K-Pop Saat Bangun Tidur, Ada Lisa Blackpink - V BTS!",clickbait,1
8365,"Rina Nose Pajang Foto Endorse Korset, Dibully Habis-Habisan Umbar Aurat Hingga Disebut Murahan",clickbait,1
8547,"Ditantang Ikut Demo Seperti Mahasiswa, Jerinx SID: Males Takut Item",clickbait,1
2942,"Tertarik Tingkatkan Skill Berkendara Motor, Tempat Ini Bisa Dicoba",clickbait,1
7984,"'Disentil' Suci Istri Sunu, Jawaban Umi Pipik Tak Kalah Pedas?",clickbait,1
2568,Top 3 Global: Sejumlah Asteroid Melintasi Bumi Mencuri Perhatian,clickbait,1
6583,"30 Tahun Dendam, Pria Ini Adukan Mantan Pengasuh Anak ke Polisi",clickbait,1
8542," Siti Badriah Pajang Foto Jadul Saat Masih Gadis 17 Tahun, Respon Suami Ambigu Isyaratkan Malu?",clickbait,1
8126,"Putri Ely Sugigi Dilamar Mahasiswa, Sudah Dijanjikan Calon Mertua Mobil Hingga 3 Rumah",clickbait,1
8431,"Manisnya Member X1 Rayakan Ulang Tahun Kang Minhee, Tingkah Laku Cho Seungyoun Jadi Sorotan",clickbait,1
4451,"Empat Mahasiswa Indonesia di Australia Pernah Bunuh Diri, Apa yang Bisa Dicegah?",clickbait,1
7447,"Lucinta Luna Jatuh Terguling-guling di Gurun Sahara Lalu Keguguran, Dokter Terkejut Lihat Ini di USG",clickbait,1
7690,"Kecantikan Jang Dong Yoon Viral, Ternyata Harus Diet Demi 'The Tale of Nokdu'",clickbait,1
8377,"ITA 2019: Dibuka Raffi Ahmad cs, 'Brownies' Sabet Piala Pertama",clickbait,1
1844,Pengendara yang Tak Bertanggung Jawab Harus Dipidana!,clickbait,1
929,Begini Rencana Pemakaman BJ Habibie di TMP Kalibata,clickbait,1
8319,"Oh Yeon Seo Buat Postingan Mengkhawatirkan, Netizen Minta Ku Hye Sun Dituntut",clickbait,1
2774,"Suhu di Gorontalo Capai Titik Terendah, Mengapa?",clickbait,1
7848,Betrand Peto Diramal Nyai Ratu Kidul Bakal Jadi Menantu Ruben Onsu,clickbait,1
6264,"Resmi Meluncur, Ini Kelebihan dan Kekurangan iPhone 11",clickbait,1
1384,"Inilah Member BTS yang Punya Pendapatan Paling Besar, Bias Siapa Nih?",clickbait,1
7261,"Idap Penyakit Serius, 4 Artis Ini Tak Gengsi Pakai BPJS Kesehatan untuk Berobat di RS",clickbait,1
3727,"Tiga Setia Gara Tak Punya Ongkos Pulang, Nikita Mirzani Siap Tanggung",clickbait,1
7828,Putra Nunung Ungkap Ibunya Semangat Olahraga Sampai Sepatu Jebol,clickbait,1
2290,"Ekspor Riau Turun, karena Kabut Asap?",clickbait,1
3313,"Hak Sepatu Patah, Gigi Hadid Nyeker di New York Fashion Week",clickbait,1
5373,Identitas Selebritas yang Ditangkap Polda Jatim Karena Prostitusi Mulai Terkuak,clickbait,1
7183,"Deretan Negara yang Dikunjungi Nikita Willy, Kolombia sampai Afrika Selatan",clickbait,1
6251,"Gila Belanja dan Liburan, Aries dan 6 Zodiak Ini Dikenal Boros",clickbait,1
6135,SUV Imut Suzuki Akan Lebih Boros dari Wagon R?,clickbait,1
1919,Ini Modal Desa Kutuh Bisa Raup Puluhan Miliar Rupiah,clickbait,1
7200,Arwah FA Bocah Korban Bully Disebut Ibunya Sampaikan Pesan ke Teman yang Memukulinya,clickbait,1
956,Alasan Anak Sebaiknya Tidak Konsumsi Jus Buah Berlebihan,clickbait,1
3648,"Resesi Ekonomi dan Kemunculan Satria Piningit, Ini Fakta Menariknya",clickbait,1
7991,Nagita Slavina Dipuji Ibu-Ibu Lebih Kurus Aslinya Saat Bertemu Langsung Malah Ngambek,clickbait,1
2956,"6 Destinasi Wisata Tebing di Indonesia yang Memukau, dari Kandang Godzilla hingga Bukit Kelam",clickbait,1
5747,"Tiduri Murid di Hotel, Guru Magang Ditangkap",clickbait,1
8320,"Ahli Bedah Ungkap Kendall Jenner Lakukan Operasi Plastik pada Hidung, Intip Perbedaannya Berikut Ini",clickbait,1
2715,Neymar Masih Berpeluang Kembali ke Barcelona,clickbait,1
3603,"Muncul Ikan Aneh dengan Mata Raksasa, Ini Penampakannya",clickbait,1
944,"Kunyit hingga Buah Bit, Ini Pewarna Alami untuk Makanan",clickbait,1
1854,4 Fakta Zara JKT48 dan Peran Virgo ,clickbait,1
